Date,Open,High,Low,Close,Adj Close,Volume
2000-10-23,6000.000000,6000.000000,5900.000000,5900.000000,2593.492432,1024785
2000-10-24,5900.000000,5950.000000,5800.000000,5800.000000,2549.534424,508410
2000-10-25,5850.000000,5850.000000,5660.000000,5660.000000,2487.994141,487511
2000-10-26,5630.000000,5720.000000,5600.000000,5600.000000,2461.619385,923519
2000-10-27,5700.000000,5710.000000,5580.000000,5580.000000,2452.828369,696050
2000-10-30,5700.000000,5700.000000,5610.000000,5630.000000,2474.805908,372511
2000-10-31,5630.000000,5630.000000,5630.000000,5630.000000,2474.805908,0
2000-11-01,5800.000000,5860.000000,5790.000000,5820.000000,2558.325684,750380
2000-11-02,5820.000000,6130.000000,5790.000000,5900.000000,2593.492432,847977
2000-11-03,5900.000000,5900.000000,5700.000000,5790.000000,2545.139160,783000
2000-11-06,5800.000000,5800.000000,5580.000000,5600.000000,2461.619385,1181741
2000-11-07,5600.000000,5650.000000,5390.000000,5390.000000,2369.308594,2048175
2000-11-08,5500.000000,5600.000000,5340.000000,5550.000000,2439.640625,7168823
2000-11-09,5550.000000,5570.000000,5400.000000,5400.000000,2373.704834,1000731
2000-11-10,5430.000000,5550.000000,5430.000000,5490.000000,2413.265381,1417782
2000-11-13,5490.000000,5500.000000,5400.000000,5420.000000,2382.495605,510759
2000-11-14,5480.000000,5490.000000,5410.000000,5440.000000,2391.288330,1295823
2000-11-15,5480.000000,5480.000000,5360.000000,5360.000000,2356.121094,823476
2000-11-16,5400.000000,5450.000000,5350.000000,5380.000000,2364.912109,958814
2000-11-17,5320.000000,5380.000000,5160.000000,5180.000000,2276.998047,795332
2000-11-20,5200.000000,5240.000000,5130.000000,5170.000000,2272.601807,720930
2000-11-21,5140.000000,5270.000000,5100.000000,5100.000000,2241.832275,1004569
2000-11-22,5220.000000,5300.000000,5050.000000,5190.000000,2281.393311,1131067
2000-11-23,5120.000000,5290.000000,5120.000000,5280.000000,2320.955566,779519
2000-11-24,5300.000000,5400.000000,5280.000000,5380.000000,2364.912109,1134496
2000-11-27,5400.000000,5450.000000,5380.000000,5420.000000,2382.495605,754176
2000-11-28,5420.000000,5590.000000,5420.000000,5580.000000,2452.828369,1724370
2000-11-29,5600.000000,5720.000000,5570.000000,5650.000000,2483.597900,668685
2000-11-30,5650.000000,5650.000000,5350.000000,5350.000000,2351.725830,1154427
2000-12-01,5420.000000,5470.000000,5100.000000,5320.000000,2338.538574,1126420
2000-12-04,5290.000000,5290.000000,5110.000000,5250.000000,2307.767822,953944
2000-12-05,5250.000000,5250.000000,5250.000000,5250.000000,2307.767822,0
2000-12-06,5320.000000,5350.000000,5050.000000,5050.000000,2219.852783,1682914
2000-12-07,5050.000000,5050.000000,4930.000000,4950.000000,2175.895264,2453347
2000-12-08,4955.000000,5050.000000,4940.000000,5040.000000,2215.458008,3034464
2000-12-11,5190.000000,5200.000000,4990.000000,4995.000000,2195.677002,2162569
2000-12-12,4995.000000,5140.000000,4675.000000,4795.000000,2107.762451,3702215
2000-12-13,4820.000000,4850.000000,4690.000000,4775.000000,2098.969727,3320527
2000-12-14,4775.000000,4775.000000,4650.000000,4710.000000,2070.398193,1812794
2000-12-15,4700.000000,4900.000000,4675.000000,4770.000000,2096.772461,2885457
2000-12-18,4845.000000,4845.000000,4715.000000,4715.000000,2072.596191,805801
2000-12-19,4800.000000,4845.000000,4715.000000,4740.000000,2083.584717,883394
2000-12-20,4750.000000,4750.000000,4680.000000,4680.000000,2057.210449,879910
2000-12-21,4700.000000,4700.000000,4550.000000,4680.000000,2057.210449,1388587
2000-12-22,4680.000000,4700.000000,4665.000000,4680.000000,2057.210449,1753547
2000-12-25,4680.000000,4680.000000,4680.000000,4680.000000,2057.210449,0
2000-12-26,4680.000000,4680.000000,4680.000000,4680.000000,2057.210449,0
2000-12-27,4700.000000,4800.000000,4700.000000,4795.000000,2107.762451,465403
2000-12-28,4800.000000,4950.000000,4800.000000,4900.000000,2153.916992,954023
2000-12-29,4900.000000,4990.000000,4895.000000,4895.000000,2151.718994,582949
2001-01-01,4895.000000,4895.000000,4895.000000,4895.000000,2151.718994,0
2001-01-02,4900.000000,4950.000000,4885.000000,4900.000000,2153.916992,243191
2001-01-03,4895.000000,4895.000000,4815.000000,4895.000000,2151.718994,1082124
2001-01-04,5000.000000,5000.000000,4900.000000,4900.000000,2153.916992,803814
2001-01-05,4900.000000,5050.000000,4900.000000,5050.000000,2219.852783,849007
2001-01-08,5050.000000,5250.000000,5010.000000,5130.000000,2255.019531,783841
2001-01-09,5150.000000,5200.000000,5130.000000,5140.000000,2259.415039,1670078
2001-01-10,5140.000000,5220.000000,5140.000000,5140.000000,2259.415039,1035653
2001-01-11,5190.000000,5450.000000,5190.000000,5440.000000,2391.288330,1421048
2001-01-12,5440.000000,5550.000000,5250.000000,5450.000000,2395.683105,1401789
2001-01-15,5450.000000,5520.000000,5400.000000,5410.000000,2378.100098,955147
2001-01-16,5420.000000,5460.000000,5250.000000,5250.000000,2307.767822,570463
2001-01-17,5220.000000,5320.000000,5170.000000,5200.000000,2285.789063,943200
2001-01-18,5220.000000,5300.000000,5150.000000,5300.000000,2329.746826,476970
2001-01-19,5350.000000,5360.000000,5250.000000,5280.000000,2320.955566,654101
2001-01-22,5300.000000,5350.000000,5250.000000,5300.000000,2329.746826,1569881
2001-01-23,5310.000000,5310.000000,5250.000000,5280.000000,2320.955566,1817891
2001-01-24,5280.000000,5280.000000,5280.000000,5280.000000,2320.955566,0
2001-01-25,5480.000000,5800.000000,5450.000000,5730.000000,2518.764648,1491424
2001-01-26,5730.000000,5730.000000,5730.000000,5730.000000,2518.764648,0
2001-01-29,5810.000000,6000.000000,5810.000000,5980.000000,2628.657959,828922
2001-01-30,5960.000000,5960.000000,5850.000000,5880.000000,2584.700439,709279
2001-01-31,5880.000000,5920.000000,5670.000000,5690.000000,2501.181396,968203
2001-02-01,5690.000000,5800.000000,5640.000000,5780.000000,2540.742676,962285
2001-02-02,5780.000000,5960.000000,5740.000000,5740.000000,2523.159912,904558
2001-02-05,5800.000000,5900.000000,5800.000000,5820.000000,2558.325684,1239899
2001-02-06,5800.000000,5920.000000,5800.000000,5860.000000,2575.909668,1699870
2001-02-07,5860.000000,5920.000000,5860.000000,5880.000000,2584.700439,1277172
2001-02-08,5900.000000,5920.000000,5750.000000,5750.000000,2527.556152,1476906
2001-02-09,5760.000000,5850.000000,5700.000000,5700.000000,2505.577393,988438
2001-02-12,5700.000000,5950.000000,5700.000000,5950.000000,2615.470459,576885
2001-02-13,5950.000000,6020.000000,5930.000000,5960.000000,2619.865967,669786
2001-02-14,5960.000000,6000.000000,5830.000000,5900.000000,2593.492432,333672
2001-02-15,5900.000000,5930.000000,5850.000000,5880.000000,2584.700439,251306
2001-02-16,5880.000000,5900.000000,5810.000000,5830.000000,2562.721680,605328
2001-02-19,5830.000000,5970.000000,5830.000000,5920.000000,2602.282959,909367
2001-02-20,5950.000000,6140.000000,5900.000000,6110.000000,2685.802002,1770230
2001-02-21,6110.000000,6300.000000,6110.000000,6280.000000,2760.530518,1836726
2001-02-22,6200.000000,6340.000000,6150.000000,6200.000000,2725.364258,40599863
2001-02-23,6200.000000,6300.000000,6090.000000,6130.000000,2694.594238,602920
2001-02-26,6130.000000,6200.000000,6020.000000,6080.000000,2672.614990,365869
2001-02-27,6080.000000,6090.000000,5930.000000,5950.000000,2615.470459,624329
2001-02-28,5900.000000,6140.000000,5830.000000,6100.000000,2681.407227,1313117
2001-03-01,6100.000000,6160.000000,5950.000000,5950.000000,2615.470459,834071
2001-03-02,5950.000000,5950.000000,5950.000000,5950.000000,2615.470459,0
2001-03-05,5930.000000,6000.000000,5930.000000,5980.000000,2628.657959,779246
2001-03-06,5980.000000,6090.000000,5910.000000,6080.000000,2672.614990,1157901
2001-03-07,6100.000000,6450.000000,6100.000000,6430.000000,2826.466553,2071527
2001-03-08,6470.000000,6830.000000,6470.000000,6690.000000,2940.756104,1799447
2001-03-09,6600.000000,6950.000000,6570.000000,6600.000000,2901.194336,1365935
2001-03-12,6550.000000,6580.000000,6330.000000,6390.000000,2808.884033,326275
2001-03-13,6300.000000,6760.000000,6200.000000,6600.000000,2901.194336,1690394
2001-03-14,6600.000000,6600.000000,6600.000000,6600.000000,2901.194336,0
2001-03-15,6500.000000,6650.000000,6450.000000,6520.000000,2866.028809,2047841
2001-03-16,6520.000000,6620.000000,6500.000000,6570.000000,2888.006836,1882102
2001-03-19,6450.000000,6670.000000,6450.000000,6640.000000,2918.776611,1240757
2001-03-20,6670.000000,6720.000000,6450.000000,6710.000000,2949.547607,2102943
2001-03-21,6710.000000,6710.000000,6710.000000,6710.000000,2949.547607,0
2001-03-22,6700.000000,6770.000000,6500.000000,6610.000000,2905.590332,2588579
2001-03-23,6600.000000,6700.000000,6580.000000,6680.000000,2936.360352,1493438
2001-03-26,6670.000000,6800.000000,6600.000000,6700.000000,3008.197510,2368865
2001-03-27,6720.000000,6750.000000,6600.000000,6650.000000,2985.747803,770550
2001-03-28,6670.000000,6700.000000,6600.000000,6650.000000,2985.747803,1207351
2001-03-29,6660.000000,6690.000000,6600.000000,6670.000000,2994.728516,1058135
2001-03-30,6670.000000,6670.000000,6580.000000,6590.000000,2958.809570,1316477
2001-04-02,6600.000000,6650.000000,6390.000000,6390.000000,2869.013184,1002609
2001-04-03,6350.000000,6350.000000,6010.000000,6010.000000,2698.397949,1330804
2001-04-04,6290.000000,6590.000000,6150.000000,6150.000000,2761.256836,1328288
2001-04-05,6520.000000,6910.000000,6520.000000,6520.000000,2927.381104,1739743
2001-04-06,6900.000000,6980.000000,6760.000000,6760.000000,3035.136475,1057583
2001-04-09,6820.000000,6900.000000,6780.000000,6780.000000,3044.116699,611603
2001-04-10,6900.000000,6980.000000,6830.000000,6830.000000,3066.565918,831545
2001-04-11,6930.000000,6980.000000,6840.000000,6840.000000,3071.056152,1120338
2001-04-12,6920.000000,6950.000000,6850.000000,6850.000000,3075.546875,457082
2001-04-13,6850.000000,6850.000000,6850.000000,6850.000000,3075.546875,0
2001-04-16,6850.000000,6850.000000,6850.000000,6850.000000,3075.546875,0
2001-04-17,6860.000000,7100.000000,6860.000000,6860.000000,3080.035400,764311
2001-04-18,7100.000000,7300.000000,7100.000000,7100.000000,3187.792480,1122953
2001-04-19,7240.000000,7300.000000,7050.000000,7050.000000,3165.343018,789769
2001-04-20,7000.000000,7000.000000,6770.000000,6770.000000,3039.626221,2278786
2001-04-23,6790.000000,6800.000000,6700.000000,6700.000000,3008.197510,695054
2001-04-24,6720.000000,6840.000000,6720.000000,6720.000000,3017.177979,1429690
2001-04-25,6830.000000,6850.000000,6770.000000,6830.000000,3066.565918,1047323
2001-04-26,6830.000000,6970.000000,6830.000000,6830.000000,3066.565918,765185
2001-04-27,6830.000000,6830.000000,6830.000000,6830.000000,3066.565918,0
2001-04-30,7000.000000,7250.000000,7000.000000,7000.000000,3142.893799,775007
